enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
16267,city_160,0.92,Other,No relevent experience,no_enrollment,High School,Other,3,Other,Other,never,-1.0290984511918972
8251,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Other,1,2.138991730554697
19590,city_90,0.698,Other,Has relevent experience,Full time course,Masters,STEM,7,100-500,Pvt Ltd,2,-0.46217705024776984
27947,city_173,0.878,Male,No relevent experience,no_enrollment,High School,Other,10,Other,Other,1,-0.812334386125025
12393,city_152,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Funded Startup,>4,-1.0290984511918972
12179,city_44,0.725,Other,Has relevent experience,no_enrollment,Graduate,STEM,7,Other,Other,never,0.23813762150674045
16634,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Other,3,-0.562222003355557
23892,city_118,0.722,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Other,Other,2,2.4391265898780587
27243,city_78,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,2,0.5215983219788042
24828,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Public Sector,>4,-0.9957501334893015
23321,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,1,-0.21206466747830188
15687,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,13,50-99,Funded Startup,1,4.406677334331207
6774,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,2,0.07139603299376181
29080,city_21,0.624,Male,No relevent experience,Part time course,Graduate,No Major,9,Other,Other,never,-0.5288736856529613
18199,city_94,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,Other,Other,1,-0.945727656935408
24153,city_158,0.7659999999999999,Other,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,3,-0.4288287325451741
9767,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,5000-9999,Pvt Ltd,1,0.6716657516404849
26413,city_123,0.738,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,Pvt Ltd,1,-0.7623119095711314
2587,city_71,0.884,Other,Has relevent experience,Full time course,Primary School,Other,4,50-99,Early Stage Startup,1,-0.32878377943738696
8150,city_45,0.89,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Other,Other,1,2.105643412852101
27750,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,Funded Startup,1,-0.5955703210581528
12031,city_24,0.698,Other,Has relevent experience,no_enrollment,Graduate,Business Degree,5,Other,Other,1,-0.7456377507198335
22473,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,2,0.6549915927891871
15220,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,>4,0.4382275277223148
13105,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Other,Other,>4,-0.6622669564633442
10839,city_16,0.91,Other,No relevent experience,no_enrollment,Masters,STEM,3,50-99,Funded Startup,1,-0.6122444799094506
17465,city_10,0.895,Female,No relevent experience,Full time course,Graduate,STEM,7,Other,NGO,1,-0.7456377507198335
25195,city_21,0.624,Other,No relevent experience,Full time course,High School,Other,4,Other,Other,never,-0.2954354617347912
18212,city_91,0.691,Other,No relevent experience,no_enrollment,Graduate,Other,3,Other,Other,2,-0.32878377943738696
15418,city_136,0.897,Male,No relevent experience,no_enrollment,Masters,STEM,7,100-500,Other,1,-0.8456827038276207
26818,city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,18,5000-9999,Pvt Ltd,1,-0.09534555551921683
2027,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,Other,<1,Other,Other,1,1.6887894415696547
5164,city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,>20,1000-4999,NGO,>4,-0.6289186387607485
14212,city_16,0.91,Other,No relevent experience,no_enrollment,Masters,Business Degree,2,Other,Other,2,4.106542475007845
13195,city_103,0.92,Other,No relevent experience,Full time course,Graduate,STEM,5,100-500,Public Sector,1,0.2548117803580383
11038,city_101,0.5579999999999999,Male,No relevent experience,Full time course,Graduate,STEM,9,Other,Other,never,-0.4788512090990677
32494,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,6,100-500,Pvt Ltd,3,1.6721152827183567
8535,city_101,0.5579999999999999,Other,No relevent experience,no_enrollment,High School,Other,6,Other,Other,never,-0.5788961622068549
1156,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,never,-0.6789411153146421
21542,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,3,100-500,Funded Startup,1,-0.1120197143705147
16792,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,1,-0.41215457369387626
25433,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,2,-0.6455927976120464
12778,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,1,-0.07867139666791896
11242,city_28,0.939,Other,No relevent experience,no_enrollment,High School,Other,3,Other,Other,never,-0.2954354617347912
13429,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,10/49,Pvt Ltd,>4,-0.7289635918685357
7972,city_28,0.939,Other,No relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Other,1,-0.7289635918685357
993,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,Other,Other,2,-0.12869387322181255
31645,city_21,0.624,Other,Has relevent experience,no_enrollment,Masters,STEM,8,10/49,Funded Startup,1,-0.07867139666791896
18195,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,3,0.15476682725025115
26262,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,500-999,Funded Startup,>4,-0.7289635918685357
4513,city_67,0.855,Other,Has relevent experience,no_enrollment,Graduate,Humanities,17,100-500,Pvt Ltd,2,1.405328741097591
23445,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,4,-0.9624018157867058
25987,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Public Sector,4,-0.22873882632959974
1856,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,5,5000-9999,Pvt Ltd,1,0.004699397588570357
3992,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,2.3057333190676754
26472,city_114,0.926,Other,Has relevent experience,Full time course,Masters,STEM,12,100-500,Pvt Ltd,2,0.42155336887101696
23278,city_90,0.698,Male,Has relevent experience,Full time course,Masters,STEM,14,<10,Pvt Ltd,4,-0.6289186387607485
30159,city_103,0.92,Male,No relevent experience,Full time course,High School,Other,5,Other,Other,1,-0.562222003355557
24421,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,4,Other,Other,3,-0.8790310215302165
21884,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,>4,-0.3954804148425784
17246,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,3,Other,Early Stage Startup,1,-0.9290534980841101
29821,city_118,0.722,Male,Has relevent experience,no_enrollment,Graduate,Other,13,50-99,Funded Startup,2,-0.19539050862700402
11268,city_142,0.727,Other,Has relevent experience,Full time course,High School,Other,4,Other,Other,never,1.2886096291385059
32639,city_160,0.92,Male,No relevent experience,no_enrollment,Primary School,Other,1,Other,Other,never,-0.7289635918685357
22924,city_175,0.7759999999999999,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,1,-0.41215457369387626
5357,city_90,0.698,Other,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,1,-0.8623568626789186
21456,city_16,0.91,Male,No relevent experience,no_enrollment,Undefined,Other,3,Other,Other,never,3.406227803253335
8978,city_75,0.939,Other,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,0.20478930380414473
2787,city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,18,50-99,Other,2,-0.6789411153146421
28214,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,-0.8957051803815144
21236,city_160,0.92,Other,No relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Public Sector,1,0.538272480830102
33092,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,6,Other,Other,never,0.3048342569119319
23937,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,1,0.4048792100197191
11997,city_123,0.738,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10/49,Early Stage Startup,1,-0.26208714403219546
10136,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,Humanities,13,500-999,Pvt Ltd,2,1.2886096291385059
3348,city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Funded Startup,1,0.9384522932612508
14744,city_114,0.926,Male,Has relevent experience,Part time course,Masters,STEM,11,50-99,Pvt Ltd,1,0.18811514495284687
16383,city_24,0.698,Other,Has relevent experience,no_enrollment,Masters,STEM,9,500-999,Pvt Ltd,>4,0.20478930380414473
12808,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Other,1,-0.8290085449763228
21198,city_160,0.92,Other,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Other,>4,-0.6956152741659399
3664,city_103,0.92,Other,No relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,-0.31210962058608904
33122,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,-0.8957051803815144
29224,city_103,0.92,Male,No relevent experience,no_enrollment,High School,Other,1,Other,Other,1,-0.7623119095711314
9615,city_129,0.625,Male,Has relevent experience,no_enrollment,Masters,STEM,14,<10,Pvt Ltd,never,2.0389467774469097
9884,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,13,<10,Pvt Ltd,4,-0.5955703210581528
25736,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,3,-0.0619972378166211
23097,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,Humanities,2,100-500,Funded Startup,2,-1.0124242923405993
1102,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,NGO,1,-0.7122894330172378
19056,city_81,0.73,Male,No relevent experience,no_enrollment,Graduate,STEM,6,10/49,NGO,1,0.3548567334658255
29117,city_11,0.55,Other,No relevent experience,Full time course,Graduate,STEM,<1,Other,Other,never,-0.8957051803815144
24075,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,3,-0.16204219092440827
9765,city_150,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,-0.7289635918685357
15099,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,2,0.5215983219788042
32140,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,0.27148593920933617
2009,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,Humanities,15,1000-4999,Pvt Ltd,4,-0.8957051803815144
29512,city_104,0.924,Male,No relevent experience,Full time course,Graduate,Arts,5,Other,Other,never,-0.17871634977570616
13304,city_21,0.624,Male,Has relevent experience,Full time course,Undefined,Other,6,100-500,Pvt Ltd,1,-0.2454129851808976
24422,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,0.538272480830102
8572,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Business Degree,2,50-99,Pvt Ltd,1,2.605868178391037
30797,city_21,0.624,Male,No relevent experience,Part time course,High School,Other,1,Other,Pvt Ltd,never,0.5049241631275063
17831,city_21,0.624,Other,No relevent experience,Full time course,High School,Other,3,Other,Other,never,-0.812334386125025
21007,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,1.155216358328123
2141,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,>4,-0.8623568626789186
30870,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,>4,-0.49552536795036556
13336,city_21,0.624,Other,No relevent experience,Full time course,Primary School,Other,2,Other,Other,never,-0.7456377507198335
16906,city_114,0.926,Male,No relevent experience,no_enrollment,Phd,STEM,>20,Other,Other,>4,-0.8290085449763228
19805,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,-0.9957501334893015
1761,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,-0.028648920114025374
9409,city_84,0.698,Other,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,3,-0.26208714403219546
30920,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,20,100-500,Pvt Ltd,2,-0.812334386125025
14381,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,-0.7789860684224292
8022,city_21,0.624,Other,No relevent experience,Full time course,Graduate,STEM,2,Other,Other,1,-0.5288736856529613
9326,city_104,0.924,Male,No relevent experience,Full time course,Graduate,STEM,6,50-99,Other,1,-0.2454129851808976
14754,city_23,0.899,Other,No relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,1,-0.5288736856529613
1786,city_75,0.939,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,0.47157584542491054
30338,city_114,0.926,Other,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,-0.8957051803815144
31616,city_67,0.855,Male,No relevent experience,Full time course,Graduate,STEM,15,100-500,Pvt Ltd,2,-0.49552536795036556
19312,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,500-999,Pvt Ltd,>4,-0.32878377943738696
1438,city_103,0.92,Other,No relevent experience,no_enrollment,High School,Other,4,Other,Other,never,-0.7122894330172378
31370,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,1000-4999,Pvt Ltd,4,-0.9957501334893015
3116,city_21,0.624,Male,No relevent experience,no_enrollment,Undefined,Other,3,Other,Other,1,-0.6956152741659399
6172,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,-0.6956152741659399
307,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,Other,Other,1,-1.045772610043195
19446,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Early Stage Startup,1,-0.9790759746380037
12578,city_77,0.83,Male,Has relevent experience,Part time course,Undefined,Other,>20,50-99,Pvt Ltd,2,-0.4788512090990677
12995,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,-0.8957051803815144
5207,city_21,0.624,Other,No relevent experience,Full time course,High School,Other,7,Other,Other,never,0.171440986101549
19143,city_138,0.836,Male,No relevent experience,Full time course,Graduate,STEM,8,50-99,Pvt Ltd,1,-0.14536803207311041
24379,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,10/49,Pvt Ltd,never,0.8717556578560594
25335,city_103,0.92,Male,Has relevent experience,no_enrollment,Primary School,Other,>20,10000+,Pvt Ltd,1,0.6049691162352935
7073,city_101,0.5579999999999999,Male,No relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,1,0.02137355643986822
15036,city_21,0.624,Other,No relevent experience,Full time course,Graduate,STEM,3,Other,Other,never,-0.7956602272737271
4642,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,NGO,1,-0.9624018157867058
14578,city_64,0.6659999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,9,10/49,Pvt Ltd,1,-0.7789860684224292
7660,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,-0.6455927976120464
22318,city_64,0.6659999999999999,Male,Has relevent experience,Full time course,Masters,STEM,10,Other,Other,1,-0.46217705024776984
15584,city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Other,Other,>4,2.605868178391037
29679,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,5,<10,Pvt Ltd,1,0.171440986101549
32026,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,5,10/49,Pvt Ltd,>4,-0.028648920114025374
5496,city_61,0.913,Other,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Other,1,0.13809266839895326
6245,city_65,0.802,Male,No relevent experience,Part time course,Graduate,STEM,1,Other,Other,never,-0.6122444799094506
19741,city_61,0.913,Male,No relevent experience,Full time course,Graduate,STEM,3,Other,Other,3,0.15476682725025115
15765,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,9,Other,Other,1,3.6396660271715047
22878,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Public Sector,>4,-0.6122444799094506
23155,city_61,0.913,Other,Has relevent experience,no_enrollment,Masters,STEM,>20,Other,Other,>4,-0.4288287325451741
10382,city_159,0.843,Male,Has relevent experience,Part time course,Graduate,STEM,18,10000+,Pvt Ltd,1,-0.26208714403219546
8221,city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,4,-0.6956152741659399
16754,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,-0.14536803207311041
29085,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,>4,-0.41215457369387626
30022,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,1,3.8064076156844835
26568,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,-0.6455927976120464
859,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,-0.8623568626789186
25975,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Other,Other,1,0.13809266839895326
23584,city_173,0.878,Male,No relevent experience,no_enrollment,Undefined,Other,2,Other,Other,never,-0.21206466747830188
2876,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Other,Other,1,-0.6122444799094506
18613,city_102,0.804,Male,No relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,2,-0.8790310215302165
11233,city_19,0.682,Male,No relevent experience,Full time course,High School,Other,8,Other,Other,1,-0.26208714403219546
31664,city_100,0.887,Other,No relevent experience,Full time course,High School,Other,9,Other,Other,2,0.02137355643986822
21175,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,1,1.0551714052203358
4438,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,3,0.28816009806063403
9594,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Other,Other,1,0.20478930380414473
8148,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,-0.6289186387607485
20654,city_21,0.624,Other,Has relevent experience,no_enrollment,Masters,STEM,4,50-99,Pvt Ltd,2,-0.3954804148425784
5297,city_36,0.893,Male,Has relevent experience,Part time course,Graduate,Humanities,>20,1000-4999,Pvt Ltd,1,0.5049241631275063
6003,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,11,100-500,Funded Startup,2,-0.3454579382886848
16864,city_101,0.5579999999999999,Male,No relevent experience,Part time course,High School,Other,6,Other,Other,>4,-0.045323078965323234
7889,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Other,>4,-0.7956602272737271
32161,city_91,0.691,Male,No relevent experience,no_enrollment,Primary School,Other,13,Other,Pvt Ltd,never,3.1394412616325686
29871,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,>20,50-99,Pvt Ltd,>4,-1.0290984511918972
16493,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1000-4999,NGO,3,-0.09534555551921683
28965,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,4,-0.7456377507198335
16588,city_21,0.624,Male,No relevent experience,no_enrollment,Undefined,Other,4,100-500,Other,1,0.6883399104917828
14739,city_16,0.91,Male,No relevent experience,Full time course,Masters,STEM,>20,Other,Other,2,-0.9290534980841101
2899,city_21,0.624,Other,Has relevent experience,Part time course,Graduate,STEM,4,Other,Other,4,0.8050590224508678
10068,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Funded Startup,1,0.18811514495284687
32287,city_100,0.887,Male,No relevent experience,Full time course,Graduate,STEM,6,Other,Pvt Ltd,never,-0.07867139666791896
6248,city_53,0.74,Other,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,>4,2.9393513554169943
11875,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Other,<1,Other,Other,>4,0.33818257461452766
14407,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,10,Other,Other,1,0.5882949573839956
9053,city_180,0.698,Other,No relevent experience,Full time course,Graduate,STEM,1,Other,Other,1,0.18811514495284687
2391,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,Other,Other,2,-0.562222003355557
32217,city_16,0.91,Female,No relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,2.3390816367702714
23061,city_61,0.913,Male,No relevent experience,no_enrollment,Graduate,STEM,1,<10,Pvt Ltd,never,-0.22873882632959974
12384,city_70,0.698,Other,Has relevent experience,no_enrollment,Undefined,Other,>20,Other,Other,>4,-0.5455478445042592
32683,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,1,-0.9123793392328122
21293,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,1,-0.945727656935408
25419,city_136,0.897,Male,Has relevent experience,no_enrollment,Undefined,Other,>20,10000+,Pvt Ltd,>4,-0.22873882632959974
141,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,8,5000-9999,Pvt Ltd,2,-0.9290534980841101
25501,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,5,Other,Other,1,0.5049241631275063
28193,city_13,0.8270000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Public Sector,1,-0.9957501334893015
679,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Public Sector,1,-0.6956152741659399
6196,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,1,1.6220928061644633
173,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,-0.3454579382886848
21804,city_114,0.926,Male,No relevent experience,no_enrollment,Undefined,Other,<1,Other,Other,never,0.171440986101549
12421,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,17,10/49,Pvt Ltd,1,-0.2954354617347912
9813,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,Arts,15,Other,Other,1,-0.5288736856529613
27079,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,19,<10,Funded Startup,1,-0.41215457369387626
8947,city_118,0.722,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,0.13809266839895326
30207,city_78,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Other,Other,1,0.5716207985326978
1801,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,-0.011974761262727509
3365,city_16,0.91,Other,Has relevent experience,no_enrollment,Graduate,Humanities,>20,1000-4999,Pvt Ltd,>4,-0.7122894330172378
17419,city_65,0.802,Female,Has relevent experience,Part time course,Graduate,STEM,11,1000-4999,Pvt Ltd,1,1.8055085535287396
30256,city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,8,100-500,Public Sector,3,-0.445502891396472
24811,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Other,Other,>4,-0.3454579382886848
2109,city_104,0.924,Other,Has relevent experience,Full time course,High School,Other,4,<10,Pvt Ltd,1,-0.9624018157867058
21401,city_134,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,>4,1.0384972463690378
4437,city_21,0.624,Other,No relevent experience,Full time course,High School,Other,1,Other,Pvt Ltd,never,0.1214185095476554
31753,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,2,<10,Pvt Ltd,2,-0.5288736856529613
17381,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Funded Startup,1,-0.445502891396472
14117,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,6,Other,Other,1,-0.6956152741659399
24494,city_150,0.698,Male,Has relevent experience,Full time course,Masters,STEM,4,Other,Other,2,1.2052388348820167
5731,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Other,>4,-0.5955703210581528
17354,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,Other,9,500-999,Pvt Ltd,4,-0.26208714403219546
14094,city_65,0.802,Male,Has relevent experience,Part time course,High School,Other,11,<10,Pvt Ltd,1,-0.17871634977570616
25863,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,-0.26208714403219546
4612,city_16,0.91,Other,No relevent experience,Full time course,High School,Other,2,Other,Other,1,-0.6122444799094506
6399,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,3,0.6049691162352935
31737,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,0.3048342569119319
11716,city_138,0.836,Male,Has relevent experience,Part time course,High School,Other,9,50-99,Pvt Ltd,2,-0.9624018157867058
24137,city_21,0.624,Other,No relevent experience,no_enrollment,Graduate,STEM,Other,<10,Other,never,-0.49552536795036556
9860,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,17,10/49,Pvt Ltd,3,-0.7623119095711314
31500,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,1,-0.5788961622068549
15641,city_123,0.738,Male,No relevent experience,no_enrollment,Graduate,STEM,2,Other,Other,never,-0.2454129851808976
3983,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Other,Other,2,1.7054636004209525
23251,city_114,0.926,Other,No relevent experience,Full time course,High School,Other,2,10/49,NGO,never,-0.3954804148425784
31933,city_149,0.6890000000000001,Other,No relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,never,3.9064525687922704
8612,city_103,0.92,Other,No relevent experience,no_enrollment,Graduate,STEM,12,Other,Other,4,-0.26208714403219546
